bounds,benchmark,engine,unit,main_median,after_median,change_percent,p,main_samples,after_samples,measurement,status
explicit,BenchmarkCompile/tiny,wago,ns/op,6024.5,5810,-3.560461449082908,0.004329004329004329,6,6,reported,paired
explicit,BenchmarkCompile/tiny,wago,B/op,8119,8118.5,-0.006158393890876024,0.8528138528138528,6,6,reported,paired
explicit,BenchmarkCompile/tiny,wago,allocs/op,21,21,0,1,6,6,reported,paired
explicit,BenchmarkCompile/fib_iter,wago,ns/op,7320,6796.5,-7.1516393442622945,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompile/fib_iter,wago,B/op,10685.5,10328.5,-3.3409760890926954,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompile/fib_iter,wago,allocs/op,23,23,0,1,6,6,reported,paired
explicit,BenchmarkCompile/fib_rec,wago,ns/op,7529.5,6922,-8.068264825021586,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompile/fib_rec,wago,B/op,10696,9928,-7.18025430067315,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompile/fib_rec,wago,allocs/op,32,32,0,1,6,6,reported,paired
explicit,BenchmarkCompile/arith,wago,ns/op,8398,6783,-19.23076923076923,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompile/arith,wago,B/op,24896,10381.5,-58.300530205655534,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompile/arith,wago,allocs/op,22,22,0,1,6,6,reported,paired
explicit,BenchmarkCompile/float,wago,ns/op,8575.5,6985,-18.547023497172177,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompile/float,wago,B/op,25517.5,10513,-58.80082296463212,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompile/float,wago,allocs/op,27,27,0,1,6,6,reported,paired
explicit,BenchmarkCompile/memory,wago,ns/op,10419.5,9147,-12.212678151542777,0.0021645021645021645,6,6,reported,paired
explicit,BenchmarkCompile/memory,wago,B/op,11016,10120,-8.133623819898329,0.0021645021645021645,6,6,reported,paired
