stage,bounds,benchmark,engine,kind,unit,main_median,branch_median,absolute_increase,increase_percent,p,unadjusted_p_below_005,samples_each,benchtime,note
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.gt_s,wazero,raw batch counter,allocs/op,1212.5,1222.5,10,0.8247422680412342,0.19264069264069264,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i32x4.extadd_pairwise_u,wazero,raw batch counter,allocs/op,458.5,468.5,10,2.1810250817884347,0.11471861471861472,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i8x16.min_u,wazero,raw batch counter,allocs/op,1220.5,1230.5,10,0.8193363375665674,0.48484848484848486,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.min_u,wazero,raw batch counter,allocs/op,1215,1224.5,9.5,0.7818930041152194,0.3181818181818182,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i8x16.gt_s,wazero,raw batch counter,allocs/op,1217,1226.5,9.5,0.7806080525883274,0.38095238095238093,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i8x16.eq,wazero,raw batch counter,allocs/op,1222.5,1231.5,9,0.7361963190184007,0.5541125541125541,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f64x2.ceil,wazero,raw batch counter,allocs/op,812,820.5,8.5,1.0467980295566504,0.45454545454545453,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f64x2.promote_low_f32x4,wazero,raw batch counter,allocs/op,812,820.5,8.5,1.0467980295566504,0.7748917748917749,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.extend_low_s,wazero,raw batch counter,allocs/op,1220,1228.5,8.5,0.6967213114754012,0.5497835497835498,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.mul,wazero,raw batch counter,allocs/op,399.5,407.5,8,2.0025031289111483,0.28354978354978355,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.sub,wazero,raw batch counter,allocs/op,1220.5,1228.5,8,0.6554690700532495,0.3874458874458874,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i64x2.abs,wazero,raw batch counter,allocs/op,950.5,958.5,8,0.8416622830089482,0.08441558441558442,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i8x16.add_sat_s,wazero,raw batch counter,allocs/op,609.5,617.5,8,1.312551271534046,0.30735930735930733,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f64x2.floor,wazero,raw batch counter,allocs/op,813.5,821,7.5,0.9219422249538978,0.5627705627705628,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i64x2.ne,wazero,raw batch counter,allocs/op,399.5,407,7.5,1.8773466833541974,0.33116883116883117,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_mem.store_i64,wazero,raw batch counter,allocs/op,242,249,7,2.892561983471076,0.4264069264069264,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f32x4.eq,wazero,raw batch counter,allocs/op,610,617,7,1.1475409836065653,0.7207792207792207,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i64x2.shr_u,wazero,raw batch counter,allocs/op,919.5,926.5,7,0.7612833061446445,0.6233766233766234,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_reduce.i16x8_all_true,wazero,raw batch counter,allocs/op,1081,1088,7,0.647548566142464,0.6688311688311688,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_reduce.i16x8_all_true,wazero,raw batch counter,allocs/op,1076.5,1083.5,7,0.6502554575011699,0.329004329004329,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_bulk_mem.fill_4096,wazero,raw batch counter,allocs/op,153.5,160,6.5,4.234527687296419,0.049783549783549784,true,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_bulk_mem.fill_64,wazero,raw batch counter,allocs/op,486,492.5,6.5,1.337448559670773,0.19047619047619047,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f64x2.add,wazero,raw batch counter,allocs/op,406.5,413,6.5,1.5990159901599021,0.023809523809523808,true,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f64x2.gt,wazero,raw batch counter,allocs/op,528,534.5,6.5,1.2310606060605966,1,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.extend_low_u,wazero,raw batch counter,allocs/op,1219,1225.5,6.5,0.533223954060702,0.3593073593073593,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.extend_high_u,wazero,raw batch counter,allocs/op,607.5,614,6.5,1.0699588477366184,0.032467532467532464,true,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i32x4.lt_u,wazero,raw batch counter,allocs/op,366.5,373,6.5,1.7735334242837686,0.22294372294372294,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/lz4.lz4_decompress_run,wazero,raw batch counter,allocs/op,387,393.5,6.5,1.6795865633074891,0.45670995670995673,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_mem.store_i32,wazero,raw batch counter,allocs/op,240.5,246.5,6,2.494802494802495,0.4155844155844156,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f64x2.pmax,wazero,raw batch counter,allocs/op,532,538,6,1.1278195488721776,0.5670995670995671,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.eq,wazero,raw batch counter,allocs/op,1213.5,1219.5,6,0.49443757725586845,0.9805194805194806,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.narrow_i32x4_u,wazero,raw batch counter,allocs/op,605,611,6,0.9917355371900749,0.23376623376623376,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i32x4.gt_s,wazero,raw batch counter,allocs/op,1227,1233,6,0.4889975550122161,0.23809523809523808,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.trunc_sat_f64x2_u_zero,wazero,raw batch counter,allocs/op,198.5,204.5,6,3.0226700251889227,0.2510822510822511,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i64x2.extend_low_s,wazero,raw batch counter,allocs/op,1215,1221,6,0.49382716049382047,0.329004329004329,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i64x2.shr_u,wazero,raw batch counter,allocs/op,925,931,6,0.648648648648642,0.5584415584415584,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/lz4.lz4_decompress_run,wazero,raw batch counter,allocs/op,390,396,6,1.538461538461533,0.21645021645021645,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f64x2.pmax,wazero,raw batch counter,allocs/op,534,539.5,5.5,1.0299625468164875,0.05627705627705628,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.extend_high_s,wazero,raw batch counter,allocs/op,610,615.5,5.5,0.9016393442623061,0.4134199134199134,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.max_u,wazero,raw batch counter,allocs/op,1210.5,1216,5.5,0.45435770342834303,0.7878787878787878,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.le_u,wazero,raw batch counter,allocs/op,535,540.5,5.5,1.0280373831775602,0.2554112554112554,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f64x2.mul,wazero,raw batch counter,allocs/op,405.5,410.5,5,1.2330456226880449,0.06926406926406926,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f64x2.promote_low_f32x4,wazero,raw batch counter,allocs/op,812.5,817.5,5,0.6153846153846176,0.9761904761904762,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.extend_low_s,wazero,raw batch counter,allocs/op,1223.5,1228.5,5,0.408663669799747,0.3008658008658009,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_reduce.i16x8_bitmask,wazero,raw batch counter,allocs/op,1592.5,1597.5,5,0.31397174254317317,0.33116883116883117,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_reduce.i32x4_all_true,wazero,raw batch counter,allocs/op,1080.5,1085.5,5,0.46274872744100914,0.461038961038961,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f64x2.neg,wazero,raw batch counter,allocs/op,1118.5,1123,4.5,0.40232454179705,0.48484848484848486,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.min_s,wazero,raw batch counter,allocs/op,1220.5,1225,4.5,0.36870135190496534,0.45454545454545453,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i32x4.extadd_pairwise_s,wazero,raw batch counter,allocs/op,811,815.5,4.5,0.5548705302096169,0.40476190476190477,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i8x16.neg,wazero,raw batch counter,allocs/op,1558.5,1563,4.5,0.2887391722810495,0.9372294372294372,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/zstd.zstd_decompress_run,wazero,raw batch counter,allocs/op,259,263.5,4.5,1.737451737451745,0.14285714285714285,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_bulk_mem.copy_back_4096,wazero,raw batch counter,allocs/op,207.5,211.5,4,1.9277108433734869,0.24025974025974026,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_i64.rotl,wazero,raw batch counter,allocs/op,147.5,151.5,4,2.7118644067796627,0.0021645021645021645,true,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f32x4.abs,wazero,raw batch counter,allocs/op,1539,1543,4,0.2599090318388564,0.48484848484848486,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f64x2.le,wazero,raw batch counter,allocs/op,611.5,615.5,4,0.6541291905151292,0.3354978354978355,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.le_u,wazero,raw batch counter,allocs/op,530.5,534.5,4,0.7540056550424223,0.4069264069264069,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.lt_u,wazero,raw batch counter,allocs/op,372,376,4,1.0752688172043001,0.3484848484848485,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.shr_u,wazero,raw batch counter,allocs/op,925.5,929.5,4,0.432198811453266,0.9372294372294372,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i32x4.eq,wazero,raw batch counter,allocs/op,1216,1220,4,0.328947368421062,0.7748917748917749,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i64x2.extmul_low_s,wazero,raw batch counter,allocs/op,131.5,135.5,4,3.041825095057038,0.025974025974025976,true,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_v128.andnot,wazero,raw batch counter,allocs/op,950.5,954.5,4,0.420831141504463,0.4199134199134199,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/memory_tree.run,wazero,raw batch counter,allocs/op,98,102,4,4.081632653061229,0.36796536796536794,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/memory_tree.run,wazero,raw batch counter,allocs/op,97.5,101.5,4,4.10256410256411,0.015151515151515152,true,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/swar-pack-parse.runN,wazero,raw batch counter,allocs/op,1213,1217,4,0.3297609233305909,0.7380952380952381,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_ctl.select,wazero,raw batch counter,allocs/op,98.5,102,3.5,3.5532994923857864,0.045454545454545456,true,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_cvt.i64_extend_u,wazero,raw batch counter,allocs/op,304,307.5,3.5,1.1513157894736947,0.19264069264069264,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_i64.rotr,wazero,raw batch counter,allocs/op,147.5,151,3.5,2.3728813559322104,0.10606060606060606,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_mem.store_i64,wazero,raw batch counter,allocs/op,243.5,247,3.5,1.4373716632443578,0.17316017316017315,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f32x4.lt,wazero,raw batch counter,allocs/op,614.5,618,3.5,0.5695687550854256,0.030303030303030304,true,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f64x2.ge,wazero,raw batch counter,allocs/op,534.5,538,3.5,0.654817586529477,0.19480519480519481,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i32x4.shr_u,wazero,raw batch counter,allocs/op,932,935.5,3.5,0.375536480686689,0.9004329004329005,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i64x2.extend_high_s,wazero,raw batch counter,allocs/op,609.5,613,3.5,0.5742411812961423,0.13203463203463203,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_v128.bitselect,wazero,raw batch counter,allocs/op,608,611.5,3.5,0.5756578947368363,0.6645021645021645,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_i64.clz,wazero,raw batch counter,allocs/op,150,153,3,2.0000000000000018,0.045454545454545456,true,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f32x4.floor,wazero,raw batch counter,allocs/op,811.5,814.5,3,0.3696857670979714,0.11904761904761904,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f32x4.pmin,wazero,raw batch counter,allocs/op,537,540,3,0.5586592178770999,0.44805194805194803,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.gt_u,wazero,raw batch counter,allocs/op,407,410,3,0.7371007371007376,0.3528138528138528,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.lt_s,wazero,raw batch counter,allocs/op,954.5,957.5,3,0.3143006809848137,0.961038961038961,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.narrow_i32x4_u,wazero,raw batch counter,allocs/op,614,617,3,0.48859934853420217,0.670995670995671,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.sub_sat_s,wazero,raw batch counter,allocs/op,610.5,613.5,3,0.49140049140048436,0.7186147186147186,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i32x4.extend_high_s,wazero,raw batch counter,allocs/op,612,615,3,0.4901960784313708,0.2878787878787879,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i8x16.avgr_u,wazero,raw batch counter,allocs/op,610,613,3,0.4918032786885185,0.6796536796536796,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i8x16.lt_s,wazero,raw batch counter,allocs/op,950,953,3,0.3157894736842026,1,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_reduce.i64x2_bitmask,wazero,raw batch counter,allocs/op,1512,1515,3,0.1984126984126977,0.7857142857142857,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_v128.xor,wazero,raw batch counter,allocs/op,1219,1222,3,0.24610336341264194,0.9826839826839827,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/qoi.qoi_decode_run,wazero,raw batch counter,allocs/op,154.5,157.5,3,1.9417475728155331,1,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_bulk_mem.fill_256,wazero,raw batch counter,allocs/op,369.5,372,2.5,0.6765899864682012,0.8679653679653679,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_mem.load_i32,wazero,raw batch counter,allocs/op,215,217.5,2.5,1.1627906976744207,0.3333333333333333,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_mem.store_i32_stride,wazero,raw batch counter,allocs/op,214.5,217,2.5,1.1655011655011593,0.30735930735930733,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f32x4.eq,wazero,raw batch counter,allocs/op,611,613.5,2.5,0.40916530278232166,0.5670995670995671,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f32x4.le,wazero,raw batch counter,allocs/op,611.5,614,2.5,0.40883074407196407,0.6601731601731602,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f32x4.lt,wazero,raw batch counter,allocs/op,614,616.5,2.5,0.4071661237784907,0.37445887445887444,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f32x4.ne,wazero,raw batch counter,allocs/op,608,610.5,2.5,0.41118421052630527,0.2878787878787879,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f64x2.convert_low_i32x4_s,wazero,raw batch counter,allocs/op,809.5,812,2.5,0.30883261272389717,0.2813852813852814,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.extmul_low_s,wazero,raw batch counter,allocs/op,245,247.5,2.5,1.0204081632652962,0.05844155844155844,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.shl,wazero,raw batch counter,allocs/op,927.5,930,2.5,0.26954177897573484,0.8181818181818182,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.extadd_pairwise_u,wazero,raw batch counter,allocs/op,461,463.5,2.5,0.5422993492407713,0.8506493506493507,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.extend_low_s,wazero,raw batch counter,allocs/op,1216.5,1219,2.5,0.2055076037813297,0.79004329004329,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.le_s,wazero,raw batch counter,allocs/op,537,539.5,2.5,0.4655493482309092,0.21645021645021645,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i32x4.lt_s,wazero,raw batch counter,allocs/op,951.5,954,2.5,0.26274303730950965,0.3593073593073593,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.lt_s,wazero,raw batch counter,allocs/op,954,956.5,2.5,0.2620545073375169,0.4134199134199134,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.mul,wazero,raw batch counter,allocs/op,408,410.5,2.5,0.6127450980392135,0.30303030303030304,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i64x2.le_s,wazero,raw batch counter,allocs/op,406.5,409,2.5,0.6150061500614923,0.6103896103896104,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i64x2.shl,wazero,raw batch counter,allocs/op,925.5,928,2.5,0.27012425715828847,0.7337662337662337,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i8x16.abs,wazero,raw batch counter,allocs/op,1194.5,1197,2.5,0.20929259104227604,0.5086580086580087,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i8x16.popcnt,wazero,raw batch counter,allocs/op,435.5,438,2.5,0.574052812858783,0.9805194805194806,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i8x16.sub_sat_s,wazero,raw batch counter,allocs/op,616,618.5,2.5,0.40584415584414835,1,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_bulk_mem.fill_4096,wazero,raw batch counter,allocs/op,155,157,2,1.2903225806451646,0.47186147186147187,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_i64.or,wazero,raw batch counter,allocs/op,152,154,2,1.3157894736842035,1,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_mem.load_f64,wazero,raw batch counter,allocs/op,202,204,2,0.990099009900991,0.21212121212121213,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f32x4.min,wazero,raw batch counter,allocs/op,203,205,2,0.9852216748768461,0.44805194805194803,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f32x4.mul,wazero,raw batch counter,allocs/op,408,410,2,0.4901960784313708,0.5562770562770563,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f64x2.pmin,wazero,raw batch counter,allocs/op,536.5,538.5,2,0.37278657968313755,0.79004329004329,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.abs,wazero,raw batch counter,allocs/op,1219,1221,2,0.1640689089417613,0.9047619047619048,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.eq,wazero,raw batch counter,allocs/op,1196.5,1198.5,2,0.16715419974926427,0.9372294372294372,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.lt_u,wazero,raw batch counter,allocs/op,372,374,2,0.5376344086021501,0.31385281385281383,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i32x4.extmul_high_s,wazero,raw batch counter,allocs/op,174.5,176.5,2,1.1461318051575908,0.2077922077922078,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.extmul_low_u,wazero,raw batch counter,allocs/op,244.5,246.5,2,0.8179959100204526,0.16017316017316016,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i64x2.eq,wazero,raw batch counter,allocs/op,609.5,611.5,2,0.3281378178835004,0.8593073593073594,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i8x16.min_u,wazero,raw batch counter,allocs/op,1220,1222,2,0.16393442622950616,0.8398268398268398,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
